strain,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet_bias, tnet_random_sample
EPI_ISL_485861,Virginia,Virginia,California,Virginia,Virginia,Virginia,Michigan,Louisiana,California,Virginia,Virginia,Virginia
EPI_ISL_485863,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Massachusetts,Virginia,Virginia,Virginia
EPI_ISL_485870,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,NewYork,Georgia
EPI_ISL_424893,Washington,Washington,Arizona,Oregon,Washington,Washington,Arizona,Washington,Washington,Washington,Arizona,Arizona
EPI_ISL_424894,Iowa,Wisconsin,Virginia,Wisconsin,Oregon,Virginia,Utah,Utah,Wisconsin,Wisconsin,Utah,Virginia
EPI_ISL_491912,Pennsylvania,Virginia,Virginia,Virginia,Virginia,Virginia,NewYork,Wisconsin,Pennsylvania,Virginia,Virginia,Virginia
EPI_ISL_491913,Maryland,Virginia,Virginia,Maryland,Virginia,Maryland,Maryland,Virginia,Virginia,Maryland,Maryland,Maryland
EPI_ISL_491914,Oregon,California,Oregon,California,California,California,California,Oregon,California,Oregon,Oregon,Oregon
EPI_ISL_491922,Virginia,Virginia,Virginia,Virginia,Massachusetts,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia
EPI_ISL_491925,Virginia,Virginia,Virginia,Maryland,Massachusetts,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia,Virginia
EPI_ISL_463505,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417156,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463524,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463527,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_417159,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417160,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463579,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463583,Oregon,Oregon,Washington,Oregon,Washington,Oregon,Washington,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_463600,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463602,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463611,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463622,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463647,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463648,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463654,Pennsylvania,Pennsylvania,Pennsylvania,Pennsylvania,Minnesota,Pennsylvania,Washington,Washington,Pennsylvania,Washington,Washington,Washington
EPI_ISL_463664,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463666,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463677,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463686,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463688,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463692,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463699,Washington,Washington,Washington,Virginia,Washington,Washington,Oregon,Washington,NewYork,Washington,Washington,Washington
EPI_ISL_463700,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430162,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430201,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430272,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Arizona,Washington
EPI_ISL_430281,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430292,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430295,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430131,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430135,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_434097,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_434100,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_434107,Virginia,Oregon,Oregon,NewYork,Louisiana,Washington,Oregon,Arizona,California,Texas,California,Washington
EPI_ISL_434130,Connecticut,Connecticut,Oregon,Minnesota,Washington,Connecticut,Connecticut,Washington,Connecticut,Connecticut,Massachusetts,Massachusetts
EPI_ISL_417095,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417096,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,California,Washington,Washington
EPI_ISL_434206,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417098,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_434231,Washington,Washington,Washington,Washington,Louisiana,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417108,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_438159,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_438176,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_438205,Washington,Washington,Oregon,Florida,Washington,Michigan,NewYork,Washington,NewYork,Washington,Florida,Washington
EPI_ISL_438209,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Oregon,Washington,Oregon,Washington,Washington
EPI_ISL_449864,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_416462,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_449873,Washington,Washington,Washington,Washington,Michigan,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_449909,California,California,California,Washington,California,California,California,Utah,California,Washington,Washington,Washington
EPI_ISL_449945,Washington,NewYork,NewYork,NewMexico,Michigan,Florida,Washington,Washington,NewYork,NewYork,Washington,Washington
EPI_ISL_449962,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417135,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463327,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463333,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_463378,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417142,Washington,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon
EPI_ISL_417148,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463444,Washington,Washington,NewYork,Oregon,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417150,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463460,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463464,Oregon,Oregon,Oregon,Oregon,Oregon,Washington,Washington,Oregon,Washington,Washington,Washington,Washington
EPI_ISL_417151,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_463479,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_461452,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_461458,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_461464,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_461468,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_461471,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_422973,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Texas,Washington,Washington,Washington
EPI_ISL_422999,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_477691,NewJersey,Maryland,Washington,Connecticut,Connecticut,NewYork,Washington,Connecticut,Connecticut,Washington,Connecticut,Connecticut
EPI_ISL_424241,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_424244,Illinois,Michigan,NewYork,Washington,Connecticut,Washington,Minnesota,Wisconsin,Washington,California,NewYork,Washington
EPI_ISL_424290,Washington,Michigan,Michigan,Minnesota,NorthCarolina,Washington,NorthCarolina,NorthCarolina,Pennsylvania,Washington,California,NorthCarolina
EPI_ISL_426130,Washington,Washington,Washington,Illinois,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_485988,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_477716,Connecticut,Connecticut,Nebraska,Washington,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut
EPI_ISL_485997,Wisconsin,Minnesota,Michigan,Minnesota,Minnesota,California,Connecticut,Wisconsin,Wisconsin,Minnesota,Florida,Washington
EPI_ISL_486018,Washington,Washington,Washington,Washington,NewYork,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_486050,California,California,California,Minnesota,California,California,California,California,California,California,California,California
EPI_ISL_491026,Connecticut,Washington,Connecticut,Washington,Connecticut,Washington,Connecticut,Idaho,Connecticut,Washington,Washington,Washington
EPI_ISL_427182,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_429638,NewYork,Florida,NewYork,Washington,Washington,Virginia,California,Utah,Washington,Washington,NewYork,Washington
EPI_ISL_429649,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430905,Washington,Washington,Washington,Washington,Louisiana,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_476906,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430891,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho
EPI_ISL_430932,Washington,Washington,Idaho,Washington,Connecticut,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430895,Washington,Washington,Washington,Utah,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_430980,Illinois,Connecticut,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Idaho,Washington,Idaho,Idaho
EPI_ISL_461421,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_416643,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_416728,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_417350,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_418080,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Washington
EPI_ISL_418905,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_414622,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_426451,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington
EPI_ISL_419555,Oregon,Oregon,NewYork,Oregon,NewYork,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,Washington
EPI_ISL_422459,Connecticut,Wisconsin,NewYork,Michigan,California,NewMexico,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Pennsylvania,Wisconsin
EPI_ISL_422461,Iowa,Iowa,Iowa,Michigan,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_422462,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_429844,Illinois,NewYork,Alaska,Utah,Massachusetts,Virginia,Utah,Louisiana,Utah,Iowa,Utah,Utah
EPI_ISL_426160,Wisconsin,Iowa,Iowa,NewYork,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_426161,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_426159,Minnesota,Minnesota,Oregon,Minnesota,Minnesota,Michigan,Virginia,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota
EPI_ISL_429845,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_429846,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_429847,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_429848,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_435394,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_435397,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_435398,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_435399,Iowa,Iowa,Iowa,Iowa,Iowa,Florida,Virginia,Iowa,Iowa,Iowa,Iowa,Iowa
EPI_ISL_436895,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Illinois,Wisconsin,Arizona,Wisconsin,Wisconsin,Illinois,Arizona,Florida
EPI_ISL_436896,NewJersey,Minnesota,Wisconsin,Wisconsin,Wisconsin,NewJersey,Wisconsin,Wisconsin,Wisconsin,Texas,Arizona,Wisconsin
EPI_ISL_436900,Massachusetts,Massachusetts,Utah,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Utah,Iowa,Massachusetts
EPI_ISL_455569,Wisconsin,Wisconsin,Wisconsin,Minnesota,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_455571,Wisconsin,Wisconsin,Wisconsin,Michigan,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_455572,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_455578,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_471147,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_471153,Minnesota,Minnesota,Minnesota,Minnesota,Wisconsin,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Wisconsin,Wisconsin
EPI_ISL_489919,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489923,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489937,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489938,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489939,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489940,NorthCarolina,Wisconsin,NorthCarolina,Minnesota,Pennsylvania,Pennsylvania,Wisconsin,Wisconsin,Michigan,Pennsylvania,Pennsylvania,Wisconsin
EPI_ISL_489941,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489942,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489943,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489945,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489949,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489950,Massachusetts,California,Virginia,Maryland,Wisconsin,Wisconsin,Massachusetts,California,NewYork,Massachusetts,Wisconsin,Wisconsin
EPI_ISL_489951,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_489953,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,California,Wisconsin
EPI_ISL_489954,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_455574,California,California,California,Utah,Maryland,California,Utah,Utah,California,Maryland,Minnesota,Minnesota
EPI_ISL_455581,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_417200,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Wisconsin,Wisconsin,Illinois,Illinois,California,Illinois
EPI_ISL_425167,Wisconsin,Utah,Illinois,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_427429,Wisconsin,Wisconsin,Texas,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_427430,Wisconsin,Connecticut,Wisconsin,Wisconsin,Wisconsin,Illinois,Wisconsin,Illinois,Wisconsin,Wisconsin,Wisconsin,Illinois
EPI_ISL_427434,Wisconsin,Wisconsin,Wisconsin,Oregon,Wisconsin,Wisconsin,Wisconsin,California,Wisconsin,Oregon,Wisconsin,Wisconsin
EPI_ISL_427435,Wisconsin,Wisconsin,California,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_427437,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
EPI_ISL_427440,Iowa,Massachusetts,Illinois,Michigan,Utah,Massachusetts,Massachusetts,Louisiana,Illinois,Iowa,Illinois,Illinois
EPI_ISL_427443,Wisconsin,Virginia,Wisconsin,Utah,Utah,Virginia,Utah,Wisconsin,Utah,Wisconsin,Virginia,Wisconsin
EPI_ISL_427446,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
EPI_ISL_417513,Wisconsin,Connecticut,Wisconsin,Oregon,NewYork,Wisconsin,Wisconsin,Virginia,Wisconsin,NewJersey,Wisconsin,Wisconsin
EPI_ISL_427449,Pennsylvania,Michigan,Connecticut,Minnesota,Michigan,Michigan,California,Nebraska,Virginia,NewMexico,Minnesota,Illinois
EPI_ISL_427450,Illinois,Virginia,Virginia,Maryland,Virginia,Illinois,Maryland,Virginia,Virginia,Maryland,Maryland,Maryland
EPI_ISL_427456,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Wisconsin,Wisconsin,Illinois,Illinois,California,Illinois
EPI_ISL_417517,Virginia,Virginia,Maryland,Virginia,Virginia,Maryland,Maryland,Virginia,Virginia,Florida,Virginia,Virginia
EPI_ISL_428294,California,California,California,Utah,California,California,California,Utah,NewYork,Michigan,Pennsylvania,Wisconsin
EPI_ISL_428306,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin
